latitude,longitude,district,elevation,slope,aspect,month,rainfall_daily,rainfall_7day,ndvi,soil_moisture,distance_to_road,land_cover,landslide
26.7063,92.7636,Tezpur,3736.0,34.5,228.4,7,5.2,15.1,0.833,0.512,3917.3,forest,0
26.37,92.6861,Tezpur,1031.6,37.9,253.4,2,1.0,5.6,0.359,0.263,34.7,agriculture,0
27.7304,94.4665,Dibrugarh,882.2,25.1,272.0,1,9.6,48.8,0.329,0.282,1408.3,forest,0
25.9858,91.6844,Guwahati,1449.4,23.3,137.6,2,4.3,32.4,0.539,0.218,3979.8,agriculture,0
25.4942,90.0536,Tura,279.2,9.9,165.3,11,0.1,1.1,0.802,0.199,818.1,forest,0
24.7849,93.8492,Imphal,404.1,42.9,234.2,10,4.3,19.2,0.145,0.233,2311.4,urban,0
25.6675,92.0661,Shillong,1092.3,21.5,253.5,8,7.5,32.7,0.499,0.591,1575.8,urban,0
26.6982,92.6472,Tezpur,980.8,19.9,53.9,9,13.3,57.0,0.733,0.516,4150.9,forest,0
27.9799,95.1431,Dibrugarh,463.8,30.2,284.4,2,1.7,7.3,0.643,0.279,1700.4,forest,0
23.646,91.2115,Agartala,1135.7,19.5,132.8,7,6.5,21.3,0.907,0.526,7754.9,bare,0
23.9424,92.7075,Aizawl,584.5,29.3,199.1,10,7.6,55.7,0.639,0.188,10916.0,agriculture,0
25.4278,92.0109,Dawki,468.3,15.3,357.1,3,2.0,5.2,0.544,0.15,5071.7,agriculture,1
25.2407,89.9816,Tura,581.0,24.0,358.9,8,45.9,137.1,0.519,0.802,940.9,urban,1
25.6832,91.7993,Shillong,1665.1,18.3,131.2,6,24.5,145.3,0.892,0.501,4463.4,forest,0
24.5827,94.3735,Imphal,1604.4,3.9,17.1,7,6.1,19.0,0.549,0.486,7008.9,agriculture,0
27.1655,93.8026,Itanagar,896.0,34.3,7.9,10,1.6,10.9,0.645,0.193,1941.6,agriculture,0
24.8664,93.9095,Imphal,978.6,25.0,142.4,10,6.2,31.2,0.583,0.267,2963.6,water,0
24.9411,94.144,Imphal,2233.3,26.0,179.0,10,4.2,12.7,0.63,0.264,2184.9,urban,0
26.1866,91.5464,Guwahati,1666.1,13.8,246.0,7,16.5,40.9,0.637,0.509,4057.4,forest,0
26.7174,92.9044,Tezpur,559.9,8.5,304.5,6,4.0,22.9,0.584,1.0,6926.6,forest,0
26.1614,91.7402,Guwahati,1315.2,32.0,325.8,9,36.0,119.0,0.783,0.829,2840.3,forest,0
23.8334,92.8134,Aizawl,373.7,37.5,127.4,8,5.9,39.4,0.715,0.816,10574.4,water,1
26.5652,94.1859,Jorhat,1298.8,25.7,179.4,7,13.3,55.6,0.74,0.846,3671.1,forest,1
23.8494,91.1969,Agartala,562.8,41.1,234.5,7,11.5,80.8,0.313,0.632,4244.5,agriculture,0
26.8859,94.1253,Jorhat,575.2,33.3,73.4,4,2.1,5.3,0.536,0.161,2555.6,urban,0
27.3404,93.4547,Itanagar,777.2,23.8,325.1,3,1.4,3.5,0.521,0.212,1817.1,agriculture,0
27.1088,93.5324,Itanagar,164.3,17.5,228.0,9,5.3,17.4,0.784,0.529,1700.2,forest,0
25.2708,92.3245,Dawki,944.0,20.2,349.1,6,23.9,169.8,0.374,0.599,5633.1,forest,0
25.8036,89.8094,Tura,372.4,18.1,343.0,8,42.6,136.3,0.598,0.568,3250.4,forest,0
26.1182,91.8914,Guwahati,597.8,22.9,223.8,6,2.7,6.0,0.574,0.406,3919.7,forest,0
25.1172,92.0945,Dawki,442.6,29.4,225.7,9,31.5,198.1,0.336,0.402,2063.6,agriculture,0
26.6746,94.4211,Jorhat,990.0,14.2,170.4,6,24.3,150.1,0.412,0.763,1315.1,water,0
25.4351,92.0067,Shillong,512.0,51.1,114.1,7,16.2,101.0,0.448,0.692,6024.7,forest,0
27.2953,93.8027,Itanagar,418.9,14.9,226.6,8,6.8,43.8,0.556,0.935,345.5,agriculture,0
25.6989,91.6367,Shillong,1692.3,1.1,174.1,9,1.7,4.7,0.609,0.994,265.8,agriculture,0
24.8343,93.7708,Imphal,303.9,10.7,176.7,7,12.5,26.8,0.604,0.977,7748.0,forest,0
27.5036,93.5391,Itanagar,1445.3,32.5,85.2,4,1.4,9.0,0.587,0.2,889.1,agriculture,0
26.8205,94.2017,Jorhat,1033.9,41.5,232.2,7,15.0,42.3,0.317,0.687,284.9,forest,1
25.6495,94.2867,Kohima,585.0,6.1,195.7,5,0.8,3.9,0.668,0.253,1583.4,urban,0
25.7069,94.0768,Kohima,418.0,19.1,298.8,10,0.4,1.7,0.446,0.265,3764.1,forest,0
25.65,90.5259,Tura,1359.6,42.5,329.5,9,53.1,318.8,0.366,0.848,5360.1,water,1
26.5093,92.7631,Tezpur,924.9,22.3,25.0,3,1.0,3.9,0.565,0.2,2377.5,agriculture,0
26.1989,91.1463,Guwahati,1957.9,25.0,223.9,4,3.6,15.3,0.364,0.228,10689.4,forest,0
25.5342,90.386,Tura,788.5,36.4,33.5,1,0.6,1.5,0.664,0.274,1533.9,bare,0
23.636,92.8411,Aizawl,1016.6,4.2,281.7,2,10.5,71.8,0.723,0.262,585.2,forest,0
26.9312,93.0281,Tezpur,837.8,3.9,65.5,11,3.8,24.5,0.456,0.222,1704.3,agriculture,0
25.3185,94.3786,Kohima,553.0,29.2,315.0,9,13.8,90.0,0.834,0.246,4503.8,agriculture,0
23.4042,93.2144,Aizawl,648.7,15.0,220.8,2,2.1,14.4,0.346,0.202,559.0,water,0
24.6272,93.7968,Imphal,1036.1,19.7,247.5,7,6.8,31.6,0.558,0.946,1854.2,agriculture,0
25.3164,92.0238,Shillong,412.8,18.2,68.8,9,51.0,324.6,0.503,0.478,1961.5,water,1
25.0726,91.8053,Dawki,837.1,11.4,259.7,6,13.1,29.3,0.422,0.749,745.2,agriculture,0
27.2481,95.0497,Dibrugarh,1625.5,38.6,87.8,6,2.7,9.0,0.243,0.695,1051.0,water,1
23.7713,92.4949,Aizawl,672.7,17.3,100.4,9,64.1,226.0,0.692,0.813,5209.7,agriculture,1
27.5893,95.0489,Dibrugarh,1537.3,8.4,190.4,6,23.8,125.3,0.604,1.0,1182.0,water,1
25.953,94.052,Kohima,131.9,13.8,320.2,8,2.4,13.1,0.649,0.862,2240.5,urban,0
26.799,93.0391,Tezpur,459.3,29.2,316.9,9,25.1,77.7,0.833,0.998,6977.0,agriculture,0
26.6418,92.8884,Tezpur,762.0,14.9,202.0,7,7.9,55.6,0.634,0.238,1894.3,water,0
27.1272,94.0088,Itanagar,628.9,20.5,47.1,7,1.4,6.9,0.503,0.939,2258.8,forest,0
25.2893,91.7401,Shillong,237.8,33.8,222.1,7,1.4,8.9,0.849,0.74,13796.1,agriculture,1
26.8848,94.2003,Jorhat,350.1,28.8,84.7,9,28.8,184.0,0.746,0.822,2065.3,agriculture,0
25.3003,92.0004,Dawki,623.4,22.5,44.7,7,0.3,1.2,0.593,0.706,4237.7,forest,0
26.7356,94.1177,Jorhat,1111.8,38.8,335.6,10,0.7,2.4,0.629,0.269,2800.1,forest,0
27.4285,94.7352,Dibrugarh,613.0,37.6,130.1,4,0.1,1.0,0.506,0.257,13431.9,forest,0
27.3559,94.9631,Dibrugarh,550.5,30.8,245.1,7,25.0,147.0,0.556,0.876,9712.8,agriculture,0
27.552,94.956,Dibrugarh,308.5,21.0,103.6,10,1.3,3.2,0.454,0.201,356.7,forest,0
25.5866,90.3468,Tura,921.4,5.6,117.6,5,2.8,20.8,0.459,0.197,467.3,agriculture,0
26.1614,91.5923,Guwahati,588.8,10.0,255.2,7,24.3,140.5,0.702,0.966,14576.2,urban,0
23.9159,92.6514,Aizawl,358.5,19.2,230.7,9,6.4,35.9,0.522,0.67,3696.8,urban,0
26.9305,93.0588,Tezpur,357.7,30.0,85.0,6,1.8,10.3,0.478,0.708,76.1,forest,0
27.5404,94.5851,Dibrugarh,952.1,5.2,50.4,5,3.3,22.9,0.582,0.208,1792.9,agriculture,0
26.9882,93.7538,Itanagar,374.3,44.4,129.0,8,4.0,12.4,0.495,0.763,165.4,forest,0
25.1743,92.0661,Dawki,118.1,15.3,220.9,7,1.4,11.3,0.7,0.846,8572.0,forest,0
25.1428,91.922,Dawki,86.5,19.4,85.5,5,2.0,9.2,0.462,0.263,629.5,agriculture,0
25.0496,92.2398,Dawki,789.0,11.6,332.6,6,15.1,110.8,0.607,0.721,276.9,forest,0
27.4672,93.2843,Itanagar,241.8,16.4,75.9,6,24.8,89.7,0.628,0.611,4569.7,forest,1
26.2266,91.8601,Guwahati,5712.5,24.9,167.8,11,6.3,37.2,0.678,0.287,1098.8,forest,0
25.7661,90.2995,Tura,1353.9,34.3,114.5,2,0.9,3.1,0.567,0.247,910.8,water,0
23.8576,91.1917,Agartala,721.0,19.2,157.9,9,9.3,26.9,0.39,0.474,1814.0,urban,0
27.0523,93.8921,Jorhat,2075.4,11.7,68.2,7,13.6,68.6,0.626,0.736,10288.7,forest,1
25.7703,94.2552,Kohima,879.6,22.1,171.4,5,3.8,29.2,0.711,0.23,5555.4,bare,0
25.0697,91.7121,Dawki,460.3,23.3,72.7,9,6.7,51.6,0.772,0.798,7263.6,agriculture,0
23.8286,92.8566,Aizawl,2952.5,33.7,331.5,8,20.0,135.6,0.509,0.948,1617.4,bare,0
25.7274,94.3268,Kohima,424.1,23.7,328.2,9,9.0,38.9,0.298,0.886,2559.4,forest,0
26.9936,93.6275,Itanagar,283.3,15.5,112.8,6,2.6,13.1,0.383,0.398,7400.3,bare,0
25.3389,94.3686,Kohima,1039.0,6.8,155.5,6,10.5,44.3,0.561,0.727,6787.5,forest,0
26.6472,93.0538,Tezpur,1193.3,45.7,160.4,10,1.1,3.5,0.377,0.151,122.7,agriculture,0
23.7386,92.7804,Aizawl,395.7,14.8,237.7,6,31.5,83.2,0.664,0.685,538.4,water,0
23.6846,91.1262,Agartala,2427.1,33.2,320.6,8,69.4,479.8,0.773,0.75,2397.8,bare,1
27.6836,95.03,Dibrugarh,411.6,24.8,138.1,4,1.5,5.0,0.539,0.146,762.3,bare,0
25.0539,91.9577,Dawki,302.3,35.4,129.0,2,0.3,1.1,0.473,0.189,713.3,forest,1
26.032,91.8992,Guwahati,1273.7,15.8,357.5,6,2.9,14.0,0.52,0.998,5894.5,forest,0
25.0612,94.0549,Imphal,1635.2,35.9,342.9,5,0.3,1.3,0.582,0.19,5292.1,forest,0
25.5054,91.7158,Shillong,1392.9,17.1,191.4,6,4.2,10.5,0.915,0.822,1063.3,forest,0
27.3746,94.7867,Dibrugarh,1510.2,36.0,61.9,4,3.4,22.7,0.438,0.139,9655.5,bare,1
26.8102,94.1267,Jorhat,1383.3,23.3,92.3,3,1.2,5.9,0.759,0.208,1230.0,agriculture,0
26.6905,92.9539,Tezpur,1288.8,30.2,48.7,7,5.5,41.5,0.502,0.937,2183.2,forest,0
24.0987,91.1553,Agartala,515.6,28.5,80.6,7,1.8,10.3,0.677,0.738,4797.7,agriculture,0
25.2307,92.2454,Dawki,227.5,38.0,159.9,8,0.2,0.4,0.626,0.75,2872.0,urban,1
26.4136,94.4832,Jorhat,309.8,14.6,133.1,7,9.0,60.3,0.729,0.567,3794.3,forest,0
25.7135,91.8283,Shillong,1877.2,24.7,249.8,9,7.2,55.9,0.615,0.812,1007.2,forest,0
25.8544,90.4703,Tura,413.8,17.7,168.5,8,78.5,467.4,0.384,0.463,3417.1,water,0
26.7003,93.2386,Tezpur,907.2,18.9,277.1,7,11.6,29.4,0.83,0.639,794.2,forest,0
24.6445,94.0593,Imphal,638.3,30.4,186.8,8,0.7,2.3,0.302,0.885,1039.8,bare,0
26.1482,92.2237,Guwahati,648.8,42.6,308.0,3,6.4,45.6,0.079,0.222,4545.2,agriculture,1
25.749,92.1622,Shillong,680.4,12.5,188.9,9,14.8,82.2,0.95,0.566,1050.7,agriculture,0
25.777,90.3385,Tura,337.6,26.9,85.1,6,23.7,152.2,0.461,0.453,3004.9,urban,0
25.9854,91.9019,Guwahati,697.2,38.0,218.1,7,36.6,156.1,0.677,0.61,3958.0,forest,0
24.2463,93.7842,Imphal,537.9,13.1,111.6,8,20.6,105.4,0.624,0.944,7333.4,forest,0
27.3437,94.996,Dibrugarh,349.7,15.9,283.3,8,27.4,179.7,0.671,0.754,392.9,agriculture,0
26.261,91.8344,Guwahati,420.5,42.2,43.4,8,8.7,62.0,0.344,0.833,0.0,forest,0
23.7631,92.9255,Aizawl,527.4,16.2,304.9,6,18.2,41.2,0.364,0.526,3608.9,water,0
26.2414,91.8001,Guwahati,2821.7,22.4,310.3,8,39.5,197.5,0.583,0.864,1196.3,agriculture,0
25.7286,92.0594,Shillong,736.4,41.9,21.1,10,2.8,7.5,0.428,0.205,1136.3,forest,0
27.2166,93.5042,Itanagar,279.4,23.4,29.3,9,9.0,64.8,0.531,0.586,4457.3,forest,0
26.4428,93.0767,Tezpur,971.2,32.3,314.7,11,2.2,15.0,0.328,0.149,872.0,forest,0
27.3342,93.3845,Itanagar,537.9,25.7,181.7,7,2.9,17.2,0.273,0.599,3691.6,bare,0
24.6596,94.0535,Imphal,599.5,32.4,226.8,12,3.5,27.3,0.274,0.222,2598.0,forest,1
25.3008,93.9952,Kohima,386.0,18.9,32.4,9,36.0,94.8,0.863,0.416,3976.3,water,0
23.9886,91.799,Agartala,918.0,43.7,295.7,8,10.1,67.9,0.315,0.82,3192.2,forest,0
24.9533,93.9229,Imphal,3144.5,36.3,164.6,3,3.4,7.8,0.488,0.198,1590.2,water,0
25.1888,92.2193,Dawki,365.6,21.9,328.5,4,1.8,3.7,0.722,0.179,817.5,agriculture,0
25.4556,92.1076,Dawki,539.0,35.9,229.2,4,3.1,9.9,0.421,0.206,2088.4,forest,0
25.2275,90.0375,Tura,346.3,26.9,101.1,7,6.5,25.4,0.52,0.462,68.8,water,0
25.3667,91.7546,Shillong,210.6,11.5,28.6,8,8.8,56.1,0.479,0.633,241.8,forest,0
27.6592,94.8182,Dibrugarh,4607.9,19.4,38.7,5,12.9,26.9,0.95,0.247,4151.9,agriculture,0
26.6819,92.9114,Tezpur,2684.4,8.0,181.8,4,0.7,3.0,0.346,0.196,3359.4,forest,1
25.658,90.2343,Tura,3721.4,12.5,131.1,8,17.2,44.0,0.596,0.838,3193.8,forest,0
27.585,95.0576,Dibrugarh,573.6,35.8,61.0,3,6.8,21.8,0.434,0.177,1571.0,bare,0
27.1249,93.5153,Itanagar,129.0,23.7,224.9,7,7.3,38.0,0.372,0.663,5550.0,forest,1
27.356,95.0927,Dibrugarh,976.8,25.1,167.1,6,19.4,144.9,0.695,0.353,1450.4,agriculture,0
25.6303,90.3402,Tura,2949.9,22.1,62.3,10,2.2,14.0,0.552,0.243,414.6,forest,0
24.6014,93.6657,Imphal,966.6,17.8,230.0,10,0.1,1.0,0.441,0.255,1764.1,forest,0
25.8759,90.316,Tura,535.3,24.0,243.7,8,63.4,332.6,0.737,0.629,559.8,forest,1
26.4539,92.8713,Tezpur,935.3,15.6,43.9,8,9.0,61.5,0.292,0.791,122.1,forest,0
27.2874,93.452,Itanagar,441.9,47.1,202.9,8,9.9,50.8,0.368,0.66,2976.4,water,0
25.5458,92.04,Dawki,1580.6,11.3,112.3,3,3.1,19.2,0.854,0.248,134.8,forest,0
26.9895,94.3591,Jorhat,821.1,26.6,331.7,7,0.7,3.1,0.39,0.791,3747.5,bare,0
23.8053,92.8413,Aizawl,986.4,26.6,118.5,9,21.6,136.4,0.42,0.504,6786.7,agriculture,0
25.6595,92.1698,Shillong,790.6,38.5,101.7,9,6.6,33.0,0.569,0.743,834.5,agriculture,0
26.3468,92.1158,Guwahati,1752.2,17.9,234.1,5,2.6,15.9,0.693,0.262,6815.5,forest,1
23.8623,92.3852,Aizawl,186.5,13.4,54.4,4,1.9,6.5,0.681,0.13,488.8,bare,0
23.5223,92.9542,Aizawl,1289.0,17.9,206.2,2,0.3,1.6,0.612,0.293,834.5,agriculture,0
26.1545,91.952,Guwahati,483.3,11.2,49.3,8,29.0,194.8,0.469,0.498,16070.0,water,0
25.369,89.9525,Tura,619.6,19.2,232.9,6,3.1,10.5,0.569,0.716,4948.2,agriculture,1
23.5219,91.3572,Agartala,498.4,15.6,306.9,6,32.4,142.6,0.741,0.508,232.8,forest,1
23.6522,91.2043,Agartala,1327.8,32.7,100.6,11,0.6,3.0,0.47,0.126,1712.4,agriculture,0
23.6421,91.2639,Agartala,1580.6,41.4,111.7,7,4.4,14.6,0.294,0.836,3533.6,forest,1
25.1761,91.7103,Dawki,1256.4,18.0,123.9,9,0.8,3.9,0.848,0.87,20242.2,forest,0
23.8634,91.202,Agartala,202.7,13.4,234.5,3,1.7,10.4,0.841,0.175,442.4,agriculture,0
25.0658,93.8388,Imphal,5095.1,37.2,26.9,6,3.8,24.2,0.849,0.666,7015.6,agriculture,0
25.1126,92.1071,Dawki,534.8,19.8,206.2,4,0.7,3.3,0.612,0.288,941.1,agriculture,0
24.7925,93.7969,Imphal,1022.5,6.0,279.1,7,5.0,34.4,0.512,0.382,1611.5,forest,0
25.7442,89.8424,Tura,295.8,22.8,315.7,6,12.8,94.4,0.437,0.914,1692.6,forest,0
24.9196,91.872,Dawki,1640.7,11.4,318.6,7,4.1,22.3,0.513,0.966,1207.3,forest,1
27.3746,95.0474,Dibrugarh,1160.5,52.5,300.8,6,1.0,2.4,0.443,0.798,3119.3,agriculture,1
27.3997,95.2995,Dibrugarh,1632.0,11.2,199.1,6,1.9,9.3,0.629,1.0,3615.9,forest,1
25.6021,94.1063,Kohima,3570.0,51.9,179.9,7,17.7,110.7,0.287,0.215,6867.7,bare,0
26.0114,91.6861,Guwahati,2561.6,44.1,153.4,6,16.9,63.7,0.268,0.981,886.4,forest,0
23.2494,92.8087,Aizawl,131.1,22.6,6.3,7,13.0,59.1,0.484,0.516,186.9,agriculture,0
26.9264,93.925,Jorhat,425.0,16.1,200.2,6,27.2,140.7,0.852,0.827,3385.3,forest,0
27.6984,94.8045,Dibrugarh,89.3,15.8,116.9,10,3.4,23.7,0.649,0.213,521.6,urban,0
27.767,94.8824,Dibrugarh,380.1,12.5,273.4,7,0.8,2.1,0.587,0.719,2766.6,agriculture,1
25.3538,90.4911,Tura,3409.9,31.9,156.2,5,0.6,1.6,0.635,0.193,2777.5,agriculture,0
27.649,95.1351,Dibrugarh,807.9,14.7,97.4,8,37.4,145.8,0.557,1.0,6126.2,bare,0
25.381,90.1725,Tura,482.1,23.2,157.8,5,0.6,3.3,0.514,0.168,1543.3,urban,0
25.2463,91.7288,Shillong,1245.6,25.0,292.4,6,2.8,7.0,0.653,0.5,534.0,agriculture,0
23.2496,92.7443,Aizawl,1015.1,26.7,188.0,5,3.5,26.0,0.748,0.163,1165.4,urban,0
25.6823,91.9631,Shillong,603.5,9.0,122.2,9,8.3,56.1,0.584,0.823,6939.1,urban,1
25.396,90.2264,Tura,464.6,17.3,227.2,8,3.9,23.1,0.613,0.64,6788.1,forest,0
25.9868,91.5103,Guwahati,264.1,31.1,8.0,5,0.3,2.3,0.693,0.252,5025.6,agriculture,0
24.9762,94.14,Imphal,521.8,29.1,327.7,3,4.4,23.7,0.509,0.269,465.2,water,0
25.4969,91.931,Shillong,371.5,12.2,38.7,7,16.2,118.3,0.457,0.763,682.8,forest,0
27.1142,94.0061,Itanagar,1200.3,28.2,181.1,7,18.4,119.1,0.619,0.377,1642.3,agriculture,0
25.438,93.9092,Kohima,312.6,21.9,335.9,9,10.4,64.5,0.755,0.723,244.0,forest,0
23.8426,91.3847,Agartala,252.1,27.6,111.7,3,5.3,20.7,0.546,0.222,4899.6,forest,0
24.9435,92.1372,Dawki,237.3,19.2,328.2,9,5.0,29.1,0.455,1.0,1870.3,forest,0
24.7409,93.7306,Imphal,1099.5,39.0,80.3,8,0.6,1.4,0.597,0.722,4918.8,agriculture,1
26.597,92.1747,Guwahati,819.9,36.2,191.3,7,1.4,5.5,0.716,0.749,603.1,agriculture,0
25.6898,91.8112,Shillong,1682.5,39.3,192.8,12,4.0,15.9,0.539,0.216,377.2,urban,0
25.3724,91.8862,Dawki,214.1,22.8,300.1,6,26.1,104.3,0.511,1.0,2557.2,agriculture,0
23.9809,91.3137,Agartala,1363.0,22.4,82.9,8,16.2,48.7,0.297,0.562,3186.0,agriculture,0
25.834,91.8104,Shillong,1253.3,29.1,218.1,6,3.8,22.9,0.623,0.551,72.0,agriculture,0
26.672,92.7079,Tezpur,336.6,25.7,90.9,5,8.9,37.1,0.621,0.185,2084.1,forest,0
26.7684,93.9438,Jorhat,224.7,9.2,240.4,7,0.0,0.1,0.577,0.451,7425.7,water,0
25.6934,93.9658,Kohima,518.3,18.4,95.0,9,1.8,10.2,0.49,0.578,4564.4,forest,0
23.834,91.428,Agartala,565.8,29.9,209.4,9,5.5,38.3,0.339,0.315,2924.1,forest,0
25.0974,92.1915,Dawki,2409.8,28.0,174.9,8,3.6,27.4,0.581,0.508,1345.6,agriculture,0
27.2454,93.9215,Itanagar,4398.6,25.0,291.0,7,11.9,90.0,0.706,0.463,22.3,water,0
23.6159,90.9647,Agartala,364.2,36.4,116.4,5,4.5,30.4,0.372,0.235,4463.4,forest,0
27.0167,94.4483,Jorhat,2096.6,51.4,188.5,4,1.3,3.2,0.509,0.246,1454.6,forest,1
26.9186,92.7459,Tezpur,2742.9,27.8,308.9,7,27.2,106.4,0.535,0.958,10821.5,forest,1
25.4345,90.2857,Tura,416.1,36.9,14.6,11,0.3,1.1,0.616,0.234,2210.0,agriculture,0
27.2159,93.5672,Itanagar,663.3,31.0,294.8,4,11.3,89.4,0.654,0.197,1633.8,forest,0
24.6461,93.4917,Imphal,2105.7,28.5,0.5,7,25.4,56.3,0.325,0.334,854.5,forest,0
25.0588,92.0804,Dawki,694.9,10.3,122.3,6,5.7,35.5,0.885,0.773,3351.5,agriculture,0
26.5211,94.0843,Jorhat,1479.6,15.2,192.8,9,10.1,61.6,0.549,0.78,3507.2,forest,0
25.7504,91.9397,Shillong,537.2,5.8,227.4,6,1.9,7.2,0.593,0.596,3549.3,forest,1
25.6593,94.2571,Kohima,560.3,41.2,181.2,8,5.1,18.3,0.474,0.232,123.7,forest,0
27.007,93.7549,Itanagar,325.6,17.3,60.5,8,11.6,38.2,0.931,0.634,1015.4,urban,0
23.6831,91.1418,Agartala,204.2,20.2,240.2,10,3.2,17.8,0.658,0.213,13030.4,agriculture,0
26.4711,92.9592,Tezpur,735.4,18.0,30.5,7,2.2,10.1,0.589,0.57,1120.9,forest,0
23.3619,92.6904,Aizawl,2025.5,12.7,13.8,9,20.9,71.0,0.6,0.662,2288.8,agriculture,1
23.9157,92.9225,Aizawl,1295.8,14.5,304.7,9,0.3,1.6,0.685,0.743,981.4,forest,0
24.1569,91.2406,Agartala,241.3,13.3,52.2,4,2.9,7.7,0.765,0.181,428.9,agriculture,0
27.3354,94.7606,Dibrugarh,433.8,9.6,39.6,10,3.4,17.7,0.456,0.222,1989.9,forest,0
25.5596,90.6402,Tura,162.8,32.9,168.4,5,7.8,18.1,0.605,0.23,6388.3,agriculture,0
25.2586,92.1339,Shillong,273.5,13.1,235.1,5,7.3,43.3,0.717,0.262,779.5,water,0
24.0786,92.925,Aizawl,618.5,8.1,345.4,5,0.3,2.1,0.919,0.222,1179.1,water,0
25.0518,92.2232,Dawki,205.7,13.2,332.0,5,6.5,28.5,0.674,0.251,5048.9,forest,0
23.78,92.7513,Aizawl,263.7,25.8,235.0,7,1.8,11.2,0.6,0.472,758.3,water,0
25.3827,91.8139,Dawki,181.7,7.2,329.0,8,10.6,73.8,0.652,0.75,4416.2,agriculture,0
27.5781,94.7709,Dibrugarh,313.3,19.1,250.4,10,1.1,4.6,0.588,0.198,3775.9,agriculture,0
25.1928,91.8535,Dawki,2768.6,32.1,150.5,3,1.1,4.4,0.781,0.174,2218.0,agriculture,0
25.297,91.9504,Shillong,512.6,35.1,173.2,9,1.1,3.6,0.697,0.935,224.0,forest,1
26.4746,91.9426,Guwahati,377.8,21.4,13.4,9,34.2,90.4,0.755,0.493,4785.7,bare,0
27.2405,94.6209,Dibrugarh,687.0,11.1,355.0,12,6.1,40.1,0.81,0.202,2448.5,agriculture,0
25.1057,91.6768,Dawki,3014.7,20.2,4.4,8,7.8,60.6,0.744,0.472,2990.3,forest,0
26.9239,93.8624,Itanagar,1009.5,19.4,58.8,2,7.2,39.1,0.62,0.174,704.6,bare,0
25.7367,91.8662,Shillong,396.9,14.9,187.8,5,2.3,17.2,0.563,0.158,801.0,agriculture,0
26.4629,93.8625,Jorhat,609.3,11.7,347.4,5,1.2,4.9,0.783,0.228,614.8,forest,0
26.1719,92.0627,Guwahati,1359.4,38.3,253.1,10,3.5,21.2,0.629,0.163,2922.2,forest,0
27.4137,95.0758,Dibrugarh,482.7,13.0,148.4,10,1.1,7.8,0.753,0.217,880.8,water,0
25.5618,91.9824,Dawki,938.3,39.0,68.5,9,21.3,134.7,0.756,0.756,3837.9,forest,1
23.7269,92.3771,Aizawl,767.4,29.4,75.4,11,1.8,9.9,0.356,0.255,3229.6,forest,0
25.7167,94.2703,Kohima,1113.2,10.9,109.8,6,27.0,117.5,0.698,0.801,4666.6,forest,1
25.5659,93.8654,Kohima,694.1,24.5,175.6,8,15.4,77.5,0.663,0.554,2385.4,forest,0
25.0533,92.029,Dawki,468.8,8.4,256.2,7,28.0,105.8,0.632,0.807,1114.8,forest,0
26.6678,94.037,Jorhat,252.7,22.1,293.2,9,24.0,62.6,0.557,0.572,2829.8,agriculture,0
25.6892,93.968,Kohima,1112.6,27.6,209.9,7,16.1,110.9,0.539,0.679,856.0,water,1
27.1909,93.4243,Itanagar,275.6,33.6,163.1,10,3.5,8.3,0.611,0.253,2764.6,agriculture,0
25.4202,91.7593,Shillong,594.8,17.1,104.5,7,6.2,32.6,0.706,0.663,244.6,agriculture,0
27.1208,93.3598,Itanagar,1273.7,27.5,258.4,6,12.8,26.6,0.471,0.558,3045.5,forest,0
23.7397,93.0667,Aizawl,802.2,30.5,308.6,8,40.7,166.2,0.556,0.576,1991.1,agriculture,0
24.8525,93.9937,Imphal,1478.0,27.9,149.8,10,5.2,15.6,0.736,0.224,1502.8,agriculture,0
24.35,94.0417,Imphal,1394.9,26.2,237.4,8,12.8,45.8,0.807,0.528,2120.3,forest,0
23.8489,91.0261,Agartala,840.5,33.3,88.5,7,46.0,295.4,0.763,0.948,6619.9,forest,0
27.2543,93.4655,Itanagar,486.4,13.2,239.8,6,0.9,6.4,0.536,0.846,394.6,urban,1
26.1233,91.8245,Guwahati,425.0,26.2,231.5,8,24.0,174.3,0.207,1.0,2639.2,water,0
27.7355,95.1389,Dibrugarh,646.4,21.2,243.1,7,6.6,35.7,0.54,0.493,1439.3,bare,0
26.946,93.7924,Itanagar,259.0,44.8,255.1,4,1.8,13.6,0.286,0.134,222.4,water,0
25.8049,94.3994,Kohima,1840.0,9.3,219.3,7,16.0,117.8,0.549,0.748,1125.9,forest,0
23.9804,92.53,Aizawl,389.3,10.8,107.0,4,5.3,32.3,0.656,0.2,10237.8,forest,0
25.9146,94.1263,Kohima,912.0,21.9,241.4,8,3.7,24.3,0.61,0.873,4177.7,forest,0
25.2325,91.9719,Shillong,735.8,27.9,96.3,5,0.3,1.2,0.459,0.248,1959.4,forest,0
25.8758,91.9373,Guwahati,732.4,35.0,186.2,9,6.4,45.7,0.526,0.554,6945.6,forest,0
25.4446,92.199,Shillong,949.8,18.2,3.2,8,9.2,56.1,0.477,0.733,802.2,forest,0
26.7468,94.2764,Jorhat,691.3,18.8,37.8,2,1.0,4.5,0.407,0.265,148.6,agriculture,0
27.0724,93.3932,Itanagar,954.8,22.8,281.3,3,3.5,17.8,0.89,0.174,3014.1,forest,0
26.7648,93.352,Itanagar,719.0,22.6,340.3,8,12.3,67.9,0.874,0.896,5423.7,water,0
